Date,0005.HK,0700.HK,1299.HK,2318.HK,AAPL,AC.PA,AIR.PA,ALV.DE,AMZN,BABA,BRK-A,DAL,DIS,ENI.MI,HYG,IBND,IEF,LQD,MAR,MSFT,SHY,SIX,TIP,VIXY,VOW3.DE,^HSI,^NDX,^STOXX50E
2017-07-12,64.87629699707031,279.8304138183594,56.191368103027344,51.708614349365234,140.0684356689453,39.480648040771484,72.39500427246094,167.6041259765625,1006.510009765625,149.0,256000.0,51.67559814453125,100.69999694824219,11.490306854248047,76.51657104492188,32.65143585205078,100.48289489746094,109.76290893554688,97.21159362792969,68.0265884399414,80.52296447753906,51.5113525390625,106.62796020507812,41.2400016784668,134.79893493652344,26043.640625,5778.9501953125,3515.22998046875
2017-07-13,65.22370910644531,283.01483154296875,56.48002243041992,52.981300354003906,142.01947021484375,39.774925231933594,72.74417114257812,168.8439483642578,1000.6300048828125,149.52000427246094,256000.0,50.76279830932617,100.61317443847656,11.507729530334473,76.57727813720703,32.661258697509766,100.37896728515625,109.57160949707031,97.11514282226562,68.61935424804688,80.48487854003906,51.59791564941406,106.59026336669922,40.79999923706055,135.55543518066406,26346.169921875,5793.35986328125,3527.830078125
2017-07-14,65.26712799072266,283.4128723144531,55.9027099609375,53.92403030395508,143.24002075195312,39.77017593383789,72.31741333007812,167.87965393066406,1001.8099975585938,151.8300018310547,256020.0,51.3495979309082,101.38496398925781,11.533863067626953,76.79415893554688,32.86741256713867,100.52066802978516,109.82666015625,97.39482879638672,69.58502960205078,80.52296447753906,50.75828552246094,106.58082580566406,40.0,137.54124450683594,26389.23046875,5838.080078125,3525.93994140625
2017-07-17,65.44082641601562,283.6119079589844,56.04703903198242,55.14957809448242,143.73976135253906,40.00749588012695,71.42507934570312,167.09901428222656,1010.0399780273438,151.22999572753906,256200.0,50.8931999206543,101.09553527832031,11.507729530334473,76.8201675415039,32.91650390625,100.64350128173828,109.92686462402344,97.74201965332031,70.12999725341797,80.53251647949219,51.11317825317383,106.79767608642578,38.93000030517578,136.690185546875,26470.580078125,5839.740234375,3516.35009765625
2017-07-18,65.44082641601562,285.4031066894531,56.52812576293945,55.38525390625,144.2395477294922,39.869850158691406,70.28057098388672,165.0326690673828,1024.449951171875,153.75,256100.0,50.25982666015625,102.02169036865234,11.446749687194824,76.8548812866211,33.28953170776367,101.01191711425781,110.4005355834961,98.36888885498047,70.08219146728516,80.55154418945312,49.34736633300781,107.09934997558594,38.459999084472656,134.94078063964844,26524.939453125,5880.10009765625,3478.679931640625
2017-07-19,65.09342956542969,296.548583984375,56.14325714111328,55.43238830566406,145.14295959472656,39.869850158691406,71.47357940673828,165.0326690673828,1026.8699951171875,153.14999389648438,257500.0,50.10148239135742,103.05396270751953,11.43803882598877,76.98500061035156,33.04411697387695,101.01191711425781,110.36409759521484,98.60032653808594,70.61760711669922,80.55154418945312,49.5897331237793,107.18421936035156,38.0099983215332,135.69728088378906,26672.16015625,5916.16015625,3500.280029296875
2017-07-20,65.44082641601562,295.5534362792969,57.05732727050781,55.3381233215332,144.48941040039062,39.295536041259766,70.18358612060547,164.3438720703125,1028.699951171875,152.11000061035156,257651.0,49.207313537597656,103.57494354248047,11.455461502075195,77.02836608886719,33.36807632446289,101.0402603149414,110.46427917480469,98.75462341308594,70.96180725097656,80.55154418945312,48.71548843383789,106.92023468017578,37.65999984741211,135.1771697998047,26740.2109375,5921.22021484375,3499.489990234375
2017-07-21,65.22370910644531,295.5534362792969,56.62434768676758,53.92403030395508,144.42213439941406,38.68799591064453,69.22335815429688,162.41529846191406,1025.6700439453125,151.88999938964844,257645.0,48.67639923095703,103.31444549560547,11.359636306762695,76.96765899658203,33.58404541015625,101.21977996826172,110.71935272216797,99.1885986328125,70.5506820678711,80.58968353271484,48.36058807373047,107.08051300048828,37.310001373291016,130.2599334716797,26706.08984375,5921.52978515625,3451.7099609375
2017-07-24,65.13684844970703,300.7281494140625,56.672462463378906,54.48966598510742,146.1713409423828,38.54085159301758,69.47553253173828,162.09385681152344,1038.949951171875,152.25999450683594,257689.0,47.9964599609375,103.22763061523438,11.377058982849121,77.02836608886719,33.515316009521484,101.1536636352539,110.59183502197266,99.0535888671875,70.36902618408203,80.56111145019531,48.14419937133789,107.08051300048828,36.650001525878906,128.46324157714844,26846.830078125,5941.3701171875,3453.169921875
2017-07-25,66.61328125,300.1310729980469,56.7205696105957,53.97116470336914,146.7960205078125,39.295536041259766,70.4454574584961,164.4816436767578,1039.8699951171875,152.44000244140625,259410.0,47.633201599121094,102.6680679321289,11.490306854248047,77.06304168701172,33.45643615722656,100.58682250976562,109.93598175048828,99.39112854003906,70.93313598632812,80.5134506225586,48.291351318359375,106.66567993164062,36.79999923706055,126.76112365722656,26852.05078125,5930.64990234375,3473.5400390625
2017-07-26,66.48301696777344,299.53399658203125,57.39409255981445,53.92403030395508,147.48802185058594,39.23383331298828,72.40470123291016,164.9408416748047,1052.800048828125,155.7899932861328,259600.0,47.6238899230957,103.16973876953125,11.551287651062012,77.17581939697266,33.770572662353516,100.90800476074219,110.30033874511719,99.37183380126953,70.79926300048828,80.57061767578125,51.26898193359375,106.97679901123047,36.86000061035156,129.17245483398438,26941.01953125,5950.72998046875,3491.18994140625
2017-07-27,66.78697967529297,306.8979187011719,58.404388427734375,54.44252395629883,144.70086669921875,37.976036071777344,70.09628295898438,167.19085693359375,1046.0,154.14999389648438,259709.0,46.6458854675293,106.12185668945312,11.516440391540527,77.1151123046875,33.67241287231445,100.74742889404297,110.02708435058594,100.35552215576172,69.9483413696289,80.55154418945312,49.33005905151367,106.90135955810547,37.15999984741211,126.09918212890625,27131.169921875,5917.02978515625,3493.139892578125
2017-07-28,66.39615631103516,303.3154602050781,57.2497673034668,53.92403030395508,143.68211364746094,37.544105529785156,70.2029800415039,165.90512084960938,1020.0399780273438,157.55999755859375,261026.0,46.878746032714844,106.08326721191406,11.551287651062012,77.123779296875,33.839290618896484,100.9174575805664,110.31856536865234,99.66117095947266,69.8335952758789,80.59920501708984,50.195655822753906,107.15591430664062,37.540000915527344,124.63346099853516,26979.390625,5908.919921875,3467.72998046875
2017-07-31,68.13314819335938,311.8735656738281,59.22223663330078,54.63106918334961,142.94207763671875,37.26881408691406,68.47650909423828,165.3081817626953,987.780029296875,154.9499969482422,262786.0,45.97526550292969,106.0543212890625,11.647111892700195,77.123779296875,34.02581024169922,100.94581604003906,110.31856536865234,100.48091888427734,69.50852966308594,80.58968353271484,49.226192474365234,107.15591430664062,37.279998779296875,123.02589416503906,27323.990234375,5880.330078125,3449.360107421875
2017-08-01,68.48054504394531,312.86871337890625,59.607112884521484,56.84648132324219,144.21072387695312,37.76719284057617,69.8635025024414,167.83372497558594,996.1900024414062,154.72999572753906,264321.0,46.636573791503906,106.71035766601562,11.734225273132324,77.20040130615234,34.065093994140625,101.19656372070312,110.71858215332031,101.38743591308594,69.39381408691406,80.61924743652344,49.217533111572266,107.2475357055664,36.79999923706055,124.16065216064453,27540.23046875,5895.169921875,3454.340087890625
2017-08-02,68.91478729248047,311.0774841308594,59.270347595214844,56.09230041503906,151.02479553222656,38.26081466674805,68.87418365478516,168.61434936523438,995.8900146484375,151.91000366210938,266730.0,46.5806884765625,104.8387451171875,11.786494255065918,77.21784973144531,34.192710876464844,101.10193634033203,110.5450439453125,99.80581665039062,69.08785247802734,80.58110046386719,47.8758659362793,107.19085693359375,37.0,123.73511505126953,27607.380859375,5914.22998046875,3459.320068359375
2017-08-03,68.6352310180664,307.09698486328125,59.174129486083984,55.66807556152344,149.51589965820312,38.45067596435547,69.13606262207031,168.5225067138672,986.9199829101562,153.32000732421875,268370.0,47.10228729248047,105.27288818359375,11.760359764099121,77.06976318359375,34.29087829589844,101.45203399658203,110.7002944946289,99.96977996826172,68.98268127441406,80.60970306396484,48.12688446044922,107.48368835449219,37.470001220703125,122.93133544921875,27531.009765625,5891.2001953125,3466.3701171875
2017-08-04,68.85452270507812,309.8833312988281,58.644927978515625,55.479530334472656,150.30398559570312,38.536109924316406,71.11470794677734,170.634765625,987.5800170898438,153.3300018310547,270000.0,47.139549255371094,103.89330291748047,11.803916931152344,77.08718872070312,33.96691131591797,101.17761993408203,110.27104187011719,101.28134155273438,69.48941802978516,80.58110046386719,48.71548843383789,107.33256530761719,37.310001373291016,122.93133544921875,27562.6796875,5899.91015625,3507.409912109375
2017-08-07,68.72293853759766,319.03851318359375,58.35627365112305,55.66807556152344,152.62982177734375,38.43643569946289,70.25147247314453,170.17559814453125,992.27001953125,158.83999633789062,266985.0,47.26994323730469,102.60053253173828,11.821338653564453,77.0523681640625,34.00617980957031,101.2343978881836,110.29844665527344,102.39042663574219,69.22171020507812,80.60970306396484,47.8931770324707,107.45536041259766,36.849998474121094,122.22211456298828,27690.359375,5934.72998046875,3505.800048828125
